"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.target_property"	"Answer.familiarization_cond"	"Answer.comment"	"Answer.item"	"Answer.word_condition"	"Answer.target_frequency"	"Answer.about"	"Answer.target_position"	"Answer.name_check_correct"	"Answer.choice_correct"
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"26B5OPB0YVGZRRSW7C5PFU35GGD7Z1"	"A25TAGGUVLIHSR"	"Approved"	"Tue Mar 19 05:28:16 PDT 2013"	"Mon Mar 18 12:46:45 PDT 2013"	"Mon Mar 18 12:48:16 PDT 2013"	"Tue Mar 19 05:29:29 PDT 2013"	""	""	""	""	"""chocolate"""	"6"	""""""	"""sundae"""	"""listener"""	"0.875"	"""bob really likes sundaes"""	"""middle"""	"""TRUE"""	"""FALSE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2KGO2GMMEGOOZJYCIB9AG2SIW3D990"	"AKDF3UJON4L84"	"Approved"	"Tue Mar 19 05:42:06 PDT 2013"	"Mon Mar 18 12:59:01 PDT 2013"	"Mon Mar 18 13:02:06 PDT 2013"	"Tue Mar 19 05:44:33 PDT 2013"	""	""	""	""	"""chocolate"""	"0"	"""The buttons for the food he ate could be a little more well defined"""	"""sundae"""	"""salience"""	"0.125"	"""What i think bob likes based on his habits"""	"""left"""	"""TRUE"""	"""FALSE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2XM8LZ6R70G5A2ED4OUVK7WW6277NM"	"A1AU8R78QWNKJD"	"Approved"	"Tue Mar 19 05:42:28 PDT 2013"	"Mon Mar 18 13:01:32 PDT 2013"	"Mon Mar 18 13:02:28 PDT 2013"	"Tue Mar 19 05:44:34 PDT 2013"	""	""	""	""	"""whipped cream"""	"0"	""""""	"""sundae"""	"""salience"""	"0.125"	"""Which Sundae was Bob's favorite. """	"""right"""	"""TRUE"""	"""FALSE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"28I4J3NAB6BF58LOU39T7TJJRPYSFN"	"A1KCAYI8T8BUBK"	"Approved"	"Tue Mar 19 05:52:50 PDT 2013"	"Mon Mar 18 13:11:28 PDT 2013"	"Mon Mar 18 13:12:50 PDT 2013"	"Tue Mar 19 05:54:25 PDT 2013"	""	""	""	""	"""glasses"""	"3"	""""""	"""friend"""	"""salience"""	"0.5"	"""Meeting friends."""	"""middle"""	"""TRUE"""	"""FALSE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2418JHSTLB3LJ8HJ5NFBPEJVS4ZGSB"	"A3QQK6DLRK2652"	"Approved"	"Tue Mar 19 05:56:30 PDT 2013"	"Mon Mar 18 13:14:54 PDT 2013"	"Mon Mar 18 13:16:30 PDT 2013"	"Tue Mar 19 05:59:25 PDT 2013"	""	""	""	""	"""cherry"""	"0"	""""""	"""sundae"""	"""listener"""	"0.125"	"""Cognition"""	"""left"""	"""TRUE"""	"""FALSE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2T85TYMNCWYBN2L9OXJH311N2WDOKP"	"AKB90YYK9OD12"	"Approved"	"Tue Mar 19 05:56:53 PDT 2013"	"Mon Mar 18 13:14:58 PDT 2013"	"Mon Mar 18 13:16:53 PDT 2013"	"Tue Mar 19 05:59:25 PDT 2013"	""	""	""	""	"""cherry"""	"0"	""""""	"""sundae"""	"""listener"""	"0.125"	"""Bob likes to eat a sundae with a cherry every day."""	"""middle"""	"""TRUE"""	"""FALSE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"29R2MIKMN9U882434YNW3I3W874AR6"	"A3RW2MZEOJAIJI"	"Approved"	"Tue Mar 19 05:57:28 PDT 2013"	"Mon Mar 18 13:16:15 PDT 2013"	"Mon Mar 18 13:17:28 PDT 2013"	"Tue Mar 19 05:59:25 PDT 2013"	""	""	""	""	"""chocolate"""	"0"	"""I only saw one Sundae picture on the last question"""	"""sundae"""	"""listener"""	"0.125"	"""Bob eating sundaes and which he liked"""	"""right"""	"""TRUE"""	"""TRUE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2NHGFL6VCPWZSKTDSNFV7S7W1CZ7MO"	"A2O9UJOQEM88Y2"	"Approved"	"Tue Mar 19 05:57:32 PDT 2013"	"Mon Mar 18 13:15:35 PDT 2013"	"Mon Mar 18 13:17:32 PDT 2013"	"Tue Mar 19 05:59:25 PDT 2013"	""	""	""	""	"""glasses"""	"0"	""""""	"""friend"""	"""listener"""	"0.125"	"""which friend he liked most based on visitations"""	"""right"""	"""TRUE"""	"""FALSE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"20TSNQQ7Q670OUWK8SI18TQGF67UAT"	"ANK2T56P16TR4"	"Approved"	"Tue Mar 19 06:00:27 PDT 2013"	"Mon Mar 18 13:18:51 PDT 2013"	"Mon Mar 18 13:20:27 PDT 2013"	"Tue Mar 19 06:04:27 PDT 2013"	""	""	""	""	"""whipped cream"""	"2"	"""None."""	"""sundae"""	"""listener"""	"0.375"	"""The kinds of ice cream sundaes Bob likes."""	"""right"""	"""TRUE"""	"""FALSE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2ZNH8MZ9O9Z63PAZIFQHNRRPTZM90R"	"AUCOZ1ZW0G44G"	"Approved"	"Tue Mar 19 06:04:18 PDT 2013"	"Mon Mar 18 13:22:30 PDT 2013"	"Mon Mar 18 13:24:18 PDT 2013"	"Tue Mar 19 06:09:25 PDT 2013"	""	""	""	""	"""whipped cream"""	"5"	"""i didn't see a picture to click on"""	"""sundae"""	"""listener"""	"0.75"	"""Bob's favorite sundae"""	"""right"""	"""TRUE"""	"""TRUE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2OWEGDHDM25LRBFNV1XHKZ6SSDCNDX"	"A1MQ635XHTTU2F"	"Approved"	"Tue Mar 19 06:07:15 PDT 2013"	"Mon Mar 18 13:24:36 PDT 2013"	"Mon Mar 18 13:27:15 PDT 2013"	"Tue Mar 19 06:09:26 PDT 2013"	""	""	""	""	"""whipped cream"""	"6"	"""cute?"""	"""sundae"""	"""listener"""	"0.875"	"""which sundae Bob likes most"""	"""middle"""	"""TRUE"""	"""TRUE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2QKNTL0XULRG6MHJZRDD35FTLWT2OJ"	"A27OXBLFSKO1M6"	"Approved"	"Tue Mar 19 06:07:48 PDT 2013"	"Mon Mar 18 13:26:28 PDT 2013"	"Mon Mar 18 13:27:48 PDT 2013"	"Tue Mar 19 06:09:26 PDT 2013"	""	""	""	""	"""cherry"""	"6"	""""""	"""sundae"""	"""listener"""	"0.875"	"""Which sundaes Bob likes"""	"""left"""	"""TRUE"""	"""TRUE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2C521O3W5XH02IVSE7BYKPLW3GTBH7"	"A3COFTSG57B52L"	"Approved"	"Tue Mar 19 06:16:21 PDT 2013"	"Mon Mar 18 13:35:30 PDT 2013"	"Mon Mar 18 13:36:21 PDT 2013"	"Tue Mar 19 06:19:27 PDT 2013"	""	""	""	""	"""cherry"""	"1"	""""""	"""sundae"""	"""salience"""	"0.25"	"""?"""	"""middle"""	"""TRUE"""	"""FALSE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"254PWZ9RNDWI7O7S3XE3JTGYFCLSDF"	"AUMT7KYJSGN7I"	"Approved"	"Tue Mar 19 06:17:49 PDT 2013"	"Mon Mar 18 13:36:02 PDT 2013"	"Mon Mar 18 13:37:49 PDT 2013"	"Tue Mar 19 06:19:27 PDT 2013"	""	""	""	""	"""whipped cream"""	"1"	""""""	"""sundae"""	"""salience"""	"0.25"	"""bob's favorite sundae"""	"""middle"""	"""TRUE"""	"""FALSE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"20TSNQQ7Q670OUWK8SI18TQGF6AUAW"	"A2R6RDZ07V4KWB"	"Approved"	"Tue Mar 19 06:19:51 PDT 2013"	"Mon Mar 18 13:39:15 PDT 2013"	"Mon Mar 18 13:39:51 PDT 2013"	"Tue Mar 19 06:24:26 PDT 2013"	""	""	""	""	"""cherry"""	"2"	"""no"""	"""sundae"""	"""salience"""	"0.375"	"""Sundaes"""	"""right"""	"""TRUE"""	"""TRUE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2A4OK2JE1M7P3DFLN1XO5AC4IUNOVE"	"A206GZ0DQOSRPE"	"Approved"	"Tue Mar 19 06:21:30 PDT 2013"	"Mon Mar 18 13:39:57 PDT 2013"	"Mon Mar 18 13:41:30 PDT 2013"	"Tue Mar 19 06:24:26 PDT 2013"	""	""	""	""	"""chocolate"""	"3"	""""""	"""sundae"""	"""salience"""	"0.5"	"""What kind of sundaes does Bob like?"""	"""middle"""	"""TRUE"""	"""TRUE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2N9DM25L8I9NIPCHA4XOK4Q0L2XRH1"	"A3LSCTJDK2Y52L"	"Approved"	"Tue Mar 19 06:25:53 PDT 2013"	"Mon Mar 18 13:44:22 PDT 2013"	"Mon Mar 18 13:45:53 PDT 2013"	"Tue Mar 19 06:29:30 PDT 2013"	""	""	""	""	"""mustache"""	"4"	"""weird!"""	"""friend"""	"""salience"""	"0.625"	"""I am really not sure"""	"""middle"""	"""TRUE"""	"""TRUE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L5PGFL6VCPWI2XN919O11SB6WRL63"	"AQ7HHDLFQZEBI"	"Approved"	"Tue Mar 19 06:26:32 PDT 2013"	"Mon Mar 18 13:45:41 PDT 2013"	"Mon Mar 18 13:46:32 PDT 2013"	"Tue Mar 19 06:29:30 PDT 2013"	""	""	""	""	"""scarf"""	"4"	"""No"""	"""snowman"""	"""salience"""	"0.625"	"""It was about what snowmen Bob liked to decorate the most."""	"""middle"""	"""TRUE"""	"""TRUE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"20KCM6IAA2SE1N0UW5FQQKA8WRILLD"	"AKB1IT758U2LU"	"Approved"	"Tue Mar 19 06:33:04 PDT 2013"	"Mon Mar 18 13:52:27 PDT 2013"	"Mon Mar 18 13:53:04 PDT 2013"	"Tue Mar 19 06:34:42 PDT 2013"	""	""	""	""	"""scarf"""	"5"	""""""	"""snowman"""	"""salience"""	"0.75"	"""Understanding people"""	"""middle"""	"""TRUE"""	"""TRUE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2432YU98JHST449LWK2JFIOFXN9OCH"	"A3D07566D4WLSV"	"Approved"	"Tue Mar 19 06:34:31 PDT 2013"	"Mon Mar 18 13:52:45 PDT 2013"	"Mon Mar 18 13:54:31 PDT 2013"	"Tue Mar 19 06:39:25 PDT 2013"	""	""	""	""	"""gloves"""	"5"	""""""	"""snowman"""	"""salience"""	"0.75"	"""snowmen"""	"""right"""	"""TRUE"""	"""TRUE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"29PR24SMEZZ25BQMJEL8V9Y7M2N2J4"	"APGX2WZ59OWDN"	"Approved"	"Tue Mar 19 06:41:04 PDT 2013"	"Mon Mar 18 13:57:42 PDT 2013"	"Mon Mar 18 14:01:04 PDT 2013"	"Tue Mar 19 06:44:39 PDT 2013"	""	""	""	""	"""whipped cream"""	"1"	""""""	"""sundae"""	"""listener"""	"0.25"	"""Preferences based on decisions"""	"""left"""	"""TRUE"""	"""FALSE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2RQ5PQJQ9OPL4QI7QRIXM8KG28C0YC"	"A3JAV091RA6OVC"	"Approved"	"Tue Mar 19 06:42:14 PDT 2013"	"Mon Mar 18 14:00:17 PDT 2013"	"Mon Mar 18 14:02:14 PDT 2013"	"Tue Mar 19 06:44:39 PDT 2013"	""	""	""	""	"""chocolate"""	"1"	""""""	"""sundae"""	"""listener"""	"0.25"	"""Making a decision about what someone is saying based on some information about them."""	"""left"""	"""TRUE"""	"""FALSE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2H1KQW618N46DQLC99WXIETRR1EMOY"	"A2U5T9Q7DGNHKF"	"Approved"	"Tue Mar 19 06:48:28 PDT 2013"	"Mon Mar 18 14:07:34 PDT 2013"	"Mon Mar 18 14:08:28 PDT 2013"	"Tue Mar 19 06:49:31 PDT 2013"	""	""	""	""	"""beanie"""	"2"	"""n/a"""	"""snowman"""	"""listener"""	"0.375"	"""Snowmen"""	"""left"""	"""TRUE"""	"""FALSE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"211Y8TNKIMZS5YQFDXTOS0PK9OVXAV"	"APNOGPHZWS6HJ"	"Approved"	"Tue Mar 19 06:52:34 PDT 2013"	"Mon Mar 18 14:10:28 PDT 2013"	"Mon Mar 18 14:12:34 PDT 2013"	"Tue Mar 19 06:54:59 PDT 2013"	""	""	""	""	"""cherry"""	"3"	""""""	"""sundae"""	"""listener"""	"0.5"	"""which sunday he likes to eat the most."""	"""middle"""	"""TRUE"""	"""TRUE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2BDY58B727M019LKDIS64FSZTDOAV6"	"AVOJ11YZNSRMX"	"Approved"	"Tue Mar 19 07:00:59 PDT 2013"	"Mon Mar 18 14:18:28 PDT 2013"	"Mon Mar 18 14:20:59 PDT 2013"	"Tue Mar 19 07:05:13 PDT 2013"	""	""	""	""	"""gloves"""	"4"	"""Needs to be more obvious to \""click\"" on the day to get the picture to show"""	"""snowman"""	"""listener"""	"0.625"	"""How Joe decorates snowmen"""	"""right"""	"""TRUE"""	"""TRUE"""
"2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Sun Mar 17 11:43:18 PDT 2013"	"700"	"2"	"0"	"698"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Mar 24 11:43:18 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3AYX43K7"	"23DB3L0FBJ9I74PEFW5VK5RT5BFMYB"	"AVPR9ZGUB4T9V"	"Approved"	"Tue Mar 19 07:05:10 PDT 2013"	"Mon Mar 18 14:24:25 PDT 2013"	"Mon Mar 18 14:25:10 PDT 2013"	"Tue Mar 19 07:09:42 PDT 2013"	""	""	""	""	"""chocolate"""	"5"	""""""	"""sundae"""	"""listener"""	"0.75"	"""Eating sundaes"""	"""left"""	"""TRUE"""	"""TRUE"""
